"topic","text"
"science_fiction","So , for happy years , Helva scooted around in her shell with her classmates , playing such games as Stall , Power-Seek , studying her lessons in trajectory , propulsion techniques , computation , logistics , mental hygiene , basic alien psychology , philology , space history , law , traffic , codes : all the et ceteras that eventually became compounded into a reasoning , logical , informed citizen ."
"science_fiction","What kept him happy without super-condamine ? ?"
"humor","I did not rest until I had tracked the mystery down ."
"humor","They headed in that direction and , at San Juan Capistrano By-the-Sea came upon Barco sitting in the quaint old Spanish Mission Drive-in , eating a hot tamale ."
"science_fiction","`` The dead beasties ."
"humor","`` O ! !"
"humor","We couldn't help laughing ."
"humor","Moreland sat brooding for a full minute , during which I made each of us a new drink ."
"humor","Another woman , addressing Christmas cards , said to her husband : `` We sent them one last year but they didn't send us one , so they probably won't send us one this year because they'll think we won't send them one because they didn't last year , don't you think , or shall we '' ? ?"
"science_fiction","`` It's a kind of agreement in which each party gives something to the other '' , Jack said ."
"science_fiction","I'm inclined to think that they are about two Earth-weeks each '' ."
"science_fiction","The drug went after the pain and swallowed it ."
"humor","He asked , between wheezes of laughter ."
"humor","Some sort of nemesis was haunting his footsteps , he told us in a quavering voice -- either an ape specter or Abe Spector , a process-server , we couldn't determine which ."
"humor","It worried him , this inability to get the simplest things done in the course of a day ."
"science_fiction","There was no such thing as an `` accident '' ."
"science_fiction","Ekstrohm had to hide his secret ."
"science_fiction","`` But it was inevitable ! !"
"science_fiction","He stumbled and fell , but it did not hurt ."
"science_fiction","The glorious news had been held up pending Heavenly confirmation of the elevation of a new Supreme Bishop , Huey Short -- a candidate accepted by the Boone faction after lots had been cast repeatedly ."
"humor","Mr. Gorboduc looked down ."
"science_fiction","Absent-minded , subject to unexplained tears Jubal would have bet his life that if Anne were to witness the Second Coming , she would memorize date , time , personae , events , and barometric pressure without batting her calm blue eyes ."
"science_fiction","He is now my block gapt ."
"science_fiction","`` Larry teaches plants to grow ."
"humor","Even though I have always had a genius for `` throwing myself '' into every role and `` playing it for all it's worth '' , no actress can be expected to do her best work when her fortune , her reputation , her livelihood , her home and her nation itself are all imperilled ."
"humor","Thanks to Letch Feeley and the terrible strain he imposed on me , the notices were few and unfavorable ."
"science_fiction","Insects there were on the world , but they were frozen solid during the night , only to revive and thaw in the morning sun ."
"science_fiction","Shell people did not , strictly speaking , breathe ."
"humor","But the warm joy of her brown eyes was open to the general public ."
"science_fiction","I'll help '' ."
"humor","He sat down on an old box and focused on the problem ."
"humor","Petite , lovely Yvette Chadroe plays the nymphomaniac engagingly ."
"science_fiction","It would be at once the most tentative and most final treaty that Earth had ever signed ."
"science_fiction","Yet he knew the others were sleeping more soundly , now that they had renewed their contact with the matter that had birthed them to send them riding high vacuum ."
"humor","My plea was unanimously voted down and `` thrown out '' ."
"science_fiction","Very few committees ever looked past the first few photos ."
"humor","`` I was wrong '' , I admitted ."
"science_fiction","`` Hello , anyone at home '' ? ?"
"science_fiction","They run their show their way -- the Universe has variety , something for everybody -- a fact you field workers often miss '' ."
"science_fiction","Or maybe it's sheer xenophobia ."
"humor","After Gagarin became the Greatest Man in the World , for a nation that does not believe in the cult of personality or in careerism , Moreland wrote me a letter in which he said : `` I am not interested in how long a bee can live in a vacuum , or how far it can fly ."
"humor","A biting , pithy parable of the all-pervading hollowness of modern life , the piece has been set by Mlle Lagoon to a sumptuous score ( a single motif played over and over by four thousand French horns ) by existentialist hot-shot Jean-Paul Sartre ."
"humor","In that case , listen to what befell another wisenheimer who tangled with our joss ."
"humor","As you have doubtless guessed already , the plot is plastered with Freudian , Jungian , and Meinckian theory ."
"science_fiction","The half-man laughed with something close to real humor ."
"humor","Compassionately yours ,"
"humor","Ever since Bambi , and , more recently , Born Free , there have been a lot of books about animals , but few compare with Max Fink's wry , understated , charming , and immensely readable My Friend , the Quizzical Salamander ."
"humor","`` Good '' ! !"
"science_fiction","`` Strange '' , Gabriel said ."
"humor","A dreadful fear entered my consciousness that perhaps he had entertained aspirations toward Viola's favors -- or , even more serious perhaps , that he had attained a share of them and had then been superseded by some luckier chap ."
"science_fiction","I do so believe in death '' ! !"
